DATE,CURRENCY_NAME,CURRENCY_CODE,TERMS,INTERNAL_SPOT_RATE,BUY_RATE,SELL_RATE,BOSS_RATE,CUTOFF_TIME
21-Aug-32,New Zealand dollar,EUR,D,2,2.83,2.07,2.13,15:00:00
22-Aug-32,Japanese yen,AED,D,1.5,1.48,3.18,1.97,15:00:00
23-Aug-32,Emirati dirham,AED,D,1.1,1.32,2.63,1.6,15:00:00
24-Aug-32,New Zealand dollar,EUR,M,1.5,2.38,2.3,1.38,15:00:00
25-Aug-32,New Zealand dollar,CAD,M,2.7,1.65,3.76,2.44,15:00:00
26-Aug-32,New Zealand dollar,GBP,M,1.9,2.59,1.82,2.6,15:00:00
27-Aug-32,Pound Sterling,EUR,D,2.6,1.61,2.79,2.79,15:00:00
28-Aug-32,Pound Sterling,NZD,D,2.6,1.14,3.81,1.76,15:00:00
29-Aug-32,Euro,AUD,M,1.7,1.9,1.39,2.38,15:00:00
30-Aug-32,Australian dollar,EUR,D,1.3,2.59,2.54,1.44,15:00:00
31-Aug-32,Euro,AED,M,1.7,2.36,1.16,2.46,15:00:00
01-Sep-32,New Zealand dollar,AUD,M,1.2,2.27,1.06,2.58,15:00:00
02-Sep-32,Euro,CAD,D,2.7,2.27,3.72,1.33,15:00:00
03-Sep-32,Australian dollar,EUR,M,2.7,2.39,3.19,2.04,15:00:00
04-Sep-32,Japanese yen,CAD,M,1.3,1.99,3.19,1.82,15:00:00
05-Sep-32,Japanese yen,CAD,M,2.8,1.26,2.68,1.91,15:00:00
06-Sep-32,Australian dollar,NZD,D,2.9,2.39,3,2.04,15:00:00
07-Sep-32,Australian dollar,AED,M,2.2,1.17,1.23,2.92,15:00:00
08-Sep-32,Australian dollar,JPY,D,2.7,1.57,2.25,2.36,15:00:00
09-Sep-32,Canadian dollar,CAD,D,2.4,1.32,3,2.68,15:00:00
10-Sep-32,Australian dollar,EUR,M,1.3,1.53,1.16,2.47,15:00:00
11-Sep-32,Japanese yen,EUR,D,2.1,1.98,1.65,1.91,15:00:00
12-Sep-32,Japanese yen,NZD,D,2,1.14,2.52,1.04,15:00:00
13-Sep-32,Euro,JPY,M,2.8,2.37,2.35,2.17,15:00:00
14-Sep-32,Pound Sterling,EUR,D,1.3,1.12,1.54,2.86,15:00:00
15-Sep-32,Euro,AUD,D,1.9,1.57,3.3,2.77,15:00:00
16-Sep-32,Canadian dollar,GBP,M,1,2.26,1.18,1.63,15:00:00
17-Sep-32,Japanese yen,GBP,D,2.2,1.73,2.35,2.76,15:00:00
18-Sep-32,Canadian dollar,AUD,D,2,2.44,1.36,1.67,15:00:00
19-Sep-32,Japanese yen,CAD,D,1.8,1.61,1.06,2.98,15:00:00
20-Sep-32,Euro,EUR,D,2.2,1.29,2.43,1.77,15:00:00
21-Sep-32,Japanese yen,JPY,D,2.3,1.12,3.35,2.49,15:00:00
22-Sep-32,Pound Sterling,JPY,D,2.5,1.03,2.01,2.13,15:00:00
23-Sep-32,Japanese yen,JPY,M,2,1.3,2.59,2.74,15:00:00
24-Sep-32,Canadian dollar,JPY,M,1.1,1.27,2.92,2.91,15:00:00
25-Sep-32,Pound Sterling,EUR,D,2.3,2.37,1.64,2.03,15:00:00
26-Sep-32,Emirati dirham,NZD,M,1.6,1.36,1.88,2.71,15:00:00
27-Sep-32,Emirati dirham,AUD,D,2.6,1.62,3.05,1.15,15:00:00
28-Sep-32,Japanese yen,JPY,D,1.2,1.63,3.8,1.12,15:00:00
29-Sep-32,Pound Sterling,GBP,M,1.7,1.65,3.85,2.88,15:00:00
30-Sep-32,Pound Sterling,AED,D,1.2,1.5,2.32,2.49,15:00:00
01-Oct-32,Emirati dirham,EUR,D,2.4,1.61,2.68,2.26,15:00:00
02-Oct-32,Pound Sterling,JPY,D,1.3,2.35,2.96,2.1,15:00:00
03-Oct-32,Canadian dollar,NZD,D,1.1,2.7,1.04,2.23,15:00:00
04-Oct-32,Euro,EUR,D,2.4,2.3,3.26,1.75,15:00:00
05-Oct-32,New Zealand dollar,EUR,D,2.8,1.87,3.15,2.61,15:00:00
06-Oct-32,New Zealand dollar,AED,M,1.6,2.72,3.39,1.33,15:00:00
07-Oct-32,Canadian dollar,GBP,M,2.1,2.14,1.38,1.35,15:00:00
08-Oct-32,New Zealand dollar,EUR,M,2.1,2.66,3.37,2.26,15:00:00
09-Oct-32,Pound Sterling,JPY,M,2.2,1.67,2.28,1.86,15:00:00
10-Oct-32,New Zealand dollar,AUD,D,2.3,1.48,1.93,2.37,15:00:00
11-Oct-32,Australian dollar,NZD,D,1.9,1.25,3.26,1.68,15:00:00
12-Oct-32,New Zealand dollar,JPY,M,2.7,2.94,1.75,1.97,15:00:00
13-Oct-32,Euro,EUR,D,2.4,1.91,3.09,2.84,15:00:00
14-Oct-32,Emirati dirham,AED,M,1.2,2.73,1.88,2.37,15:00:00
15-Oct-32,Canadian dollar,AED,M,2.2,2.9,3.87,1.42,15:00:00
16-Oct-32,Australian dollar,AUD,D,2,1.31,3.24,1.11,15:00:00
17-Oct-32,Japanese yen,JPY,M,3,2.88,2.8,1.27,15:00:00
18-Oct-32,Australian dollar,JPY,D,2.4,1.86,1.78,2.76,15:00:00
19-Oct-32,Pound Sterling,AUD,D,1.6,2.89,3.34,2.71,15:00:00
20-Oct-32,Japanese yen,GBP,D,2.1,2.83,1.44,2.7,15:00:00
21-Oct-32,Pound Sterling,GBP,D,2.6,2.92,1.38,2.27,15:00:00
22-Oct-32,Emirati dirham,AED,D,2.2,1.13,2.13,1.93,15:00:00
23-Oct-32,New Zealand dollar,AED,D,1.8,2.89,2.91,2.99,15:00:00
24-Oct-32,Euro,GBP,D,1.2,1.97,2.06,2.64,15:00:00
25-Oct-32,Emirati dirham,NZD,D,2.9,2.44,3.29,1.25,15:00:00
26-Oct-32,Australian dollar,JPY,M,1.7,1.67,1.97,1.86,15:00:00
27-Oct-32,Canadian dollar,AED,D,2.6,2.83,2.94,1.98,15:00:00
28-Oct-32,New Zealand dollar,CAD,M,2.6,2.28,2.61,1.54,15:00:00
29-Oct-32,Japanese yen,AED,D,1.4,1.68,2.51,2.05,15:00:00
30-Oct-32,Japanese yen,EUR,D,1.7,1.04,3.18,1.61,15:00:00
31-Oct-32,Japanese yen,AED,M,1.2,2.05,1.21,1.54,15:00:00
01-Nov-32,Japanese yen,EUR,M,1,2.63,3.66,1.67,15:00:00
02-Nov-32,Pound Sterling,AED,D,2.2,2.55,1.28,2.84,15:00:00
03-Nov-32,New Zealand dollar,EUR,D,2.4,1.83,3.13,2.28,15:00:00
04-Nov-32,Emirati dirham,JPY,M,2.3,1.33,1.71,2.29,15:00:00
05-Nov-32,Euro,AED,D,1.8,1.82,3.26,1.06,15:00:00
06-Nov-32,New Zealand dollar,EUR,M,1.8,2.55,2.96,1.71,15:00:00
07-Nov-32,Australian dollar,CAD,M,2.9,1.57,2.64,2.53,15:00:00
08-Nov-32,Pound Sterling,EUR,D,1.8,2.6,1.83,1.96,15:00:00
09-Nov-32,Pound Sterling,EUR,D,2.2,2.41,2.7,1.54,15:00:00
10-Nov-32,Canadian dollar,AUD,M,2.9,2.14,3.27,2.87,15:00:00
11-Nov-32,Emirati dirham,EUR,M,2,1.91,3.28,2.69,15:00:00
12-Nov-32,New Zealand dollar,AUD,D,2.1,1.36,2.97,2.16,15:00:00
13-Nov-32,Japanese yen,GBP,M,2.5,2.3,1.46,2.81,15:00:00
14-Nov-32,Emirati dirham,AUD,M,3,2.66,3.57,1.12,15:00:00
15-Nov-32,Japanese yen,JPY,D,1.5,2.68,2.65,1.16,15:00:00
16-Nov-32,Canadian dollar,CAD,M,2.3,1.13,1.89,1.24,15:00:00
17-Nov-32,Euro,EUR,M,2.6,1.72,3.93,2.87,15:00:00
18-Nov-32,Pound Sterling,NZD,D,2.4,1.19,2.82,1.24,15:00:00
19-Nov-32,Emirati dirham,EUR,M,1.7,1.36,1.89,2.69,15:00:00
20-Nov-32,Euro,AED,D,2,1.11,3.7,1.79,15:00:00
21-Nov-32,Pound Sterling,AED,M,1.6,2.99,1.69,2.88,15:00:00
22-Nov-32,Emirati dirham,NZD,D,2.8,2.3,1.01,2.05,15:00:00
23-Nov-32,Emirati dirham,NZD,D,1.5,1.69,2.35,1.83,15:00:00
24-Nov-32,Japanese yen,NZD,D,2.5,2.56,2.69,2.32,15:00:00
25-Nov-32,Japanese yen,CAD,D,2.9,2.55,2.15,1.24,15:00:00
26-Nov-32,New Zealand dollar,JPY,M,1.1,1.84,1.71,1.59,15:00:00
27-Nov-32,Euro,NZD,D,2.2,1.76,2.09,1.79,15:00:00
28-Nov-32,Canadian dollar,NZD,M,1.5,1.5,2.85,1.73,15:00:00
29-Nov-32,Euro,EUR,M,1.6,2.08,3.29,2.43,15:00:00
30-Nov-32,New Zealand dollar,AUD,M,3,1.62,2.66,1.21,15:00:00
01-Dec-32,Canadian dollar,EUR,M,1.2,1.21,3.14,2.21,15:00:00
02-Dec-32,Euro,CAD,D,1.7,1.62,2.99,2.35,15:00:00
03-Dec-32,Canadian dollar,GBP,D,2.4,1.4,2.93,2.96,15:00:00
04-Dec-32,Japanese yen,AED,D,2.1,2.69,2.84,2.52,15:00:00
05-Dec-32,Euro,JPY,M,2.4,1.63,2.63,1.15,15:00:00
06-Dec-32,Japanese yen,EUR,M,1.7,1.42,3.79,2.19,15:00:00
07-Dec-32,Australian dollar,NZD,D,2.8,2.99,1.41,2.52,15:00:00
08-Dec-32,Pound Sterling,EUR,D,2,2.71,3.18,1.11,15:00:00
09-Dec-32,Japanese yen,GBP,D,1.9,1.9,3.62,2.47,15:00:00
10-Dec-32,New Zealand dollar,EUR,D,2.9,2.59,2.58,2.38,15:00:00
11-Dec-32,Emirati dirham,JPY,M,1.2,2.62,1.24,2.42,15:00:00
12-Dec-32,Euro,AUD,M,1.4,1.68,3.71,1.64,15:00:00
13-Dec-32,Euro,AUD,M,3,1.65,1.87,1.43,15:00:00
14-Dec-32,Canadian dollar,AUD,M,1.4,1.89,2.02,2.58,15:00:00
15-Dec-32,Euro,NZD,D,1.2,2.77,1.02,2.18,15:00:00
16-Dec-32,Australian dollar,EUR,M,2.3,1.07,2.15,1.1,15:00:00
17-Dec-32,Australian dollar,AED,M,2.3,1.27,2.65,2.3,15:00:00
18-Dec-32,Australian dollar,JPY,D,2.2,2.99,2.05,2.68,15:00:00
19-Dec-32,Canadian dollar,JPY,M,2.9,1.33,2.06,2.22,15:00:00
20-Dec-32,Emirati dirham,NZD,D,2.9,1.19,2.69,1.4,15:00:00
21-Dec-32,Euro,GBP,M,2.9,1.57,2.32,2.39,15:00:00
22-Dec-32,Euro,JPY,D,2.7,2.25,2.47,2.7,15:00:00
23-Dec-32,Euro,CAD,M,2.3,2.48,2.55,1.4,15:00:00
24-Dec-32,Emirati dirham,NZD,D,1.7,2.49,1.48,1.87,15:00:00
25-Dec-32,Pound Sterling,CAD,D,2.5,1.79,3.83,1.68,15:00:00
26-Dec-32,Pound Sterling,JPY,D,2.7,1.76,2.27,1.55,15:00:00
27-Dec-32,Pound Sterling,AUD,M,1.3,1.86,1.53,2.67,15:00:00
28-Dec-32,Euro,GBP,D,1.8,1.81,2.1,2.2,15:00:00
29-Dec-32,Emirati dirham,AUD,M,1.1,2.63,3.94,1.58,15:00:00
30-Dec-32,Japanese yen,GBP,M,1.7,2.12,2.97,2.75,15:00:00
31-Dec-32,Canadian dollar,NZD,D,1.6,2.18,2.32,2.06,15:00:00
01-Jan-33,Japanese yen,CAD,M,2.7,2.77,3.87,2.62,15:00:00
02-Jan-33,Japanese yen,JPY,D,2.8,1.88,1.21,1.11,15:00:00
03-Jan-33,Canadian dollar,AED,D,1.9,2.48,2.95,2.31,15:00:00
04-Jan-33,New Zealand dollar,AUD,M,2.6,2.69,2.19,2.77,15:00:00
05-Jan-33,Australian dollar,JPY,M,1.1,1.62,3.04,1.6,15:00:00
06-Jan-33,Emirati dirham,GBP,D,1.1,1.88,3.77,2.52,15:00:00
07-Jan-33,Japanese yen,JPY,M,2.8,2.67,1.37,1,15:00:00
08-Jan-33,Pound Sterling,CAD,M,3,1.29,2.86,1.39,15:00:00
09-Jan-33,Emirati dirham,GBP,M,2.4,1.33,3.4,2.17,15:00:00
10-Jan-33,Euro,AUD,M,2.8,2.04,1.58,1.67,15:00:00
11-Jan-33,New Zealand dollar,AUD,M,2.9,1.09,2.78,1.96,15:00:00
12-Jan-33,Canadian dollar,JPY,D,2.1,1.49,3.44,1.35,15:00:00
13-Jan-33,Euro,JPY,M,2.5,3,3.19,2.47,15:00:00
14-Jan-33,Japanese yen,AUD,M,2.9,2.34,2.26,2.96,15:00:00
15-Jan-33,Emirati dirham,GBP,M,1.1,1.65,2.2,2.79,15:00:00
16-Jan-33,Pound Sterling,CAD,D,1.8,1.62,2.94,1.24,15:00:00
17-Jan-33,Australian dollar,EUR,M,1.1,2.32,2.84,1.02,15:00:00
18-Jan-33,Pound Sterling,GBP,M,1.4,2.26,1.74,2.87,15:00:00
19-Jan-33,Euro,JPY,M,2.9,1.98,3.96,2.84,15:00:00
20-Jan-33,Emirati dirham,NZD,M,1.7,1.17,2.21,1.5,15:00:00
21-Jan-33,Canadian dollar,JPY,D,1.6,1.44,3.78,1.16,15:00:00
22-Jan-33,Euro,AED,M,2.4,1.31,3.83,2.51,15:00:00
23-Jan-33,Canadian dollar,NZD,M,1.5,1.6,2.27,2.97,15:00:00
24-Jan-33,New Zealand dollar,EUR,D,2.8,1.84,2.18,1.14,15:00:00
25-Jan-33,Euro,AUD,D,1.4,1.74,3.22,1.09,15:00:00
26-Jan-33,Pound Sterling,JPY,M,2.1,2.76,2,2.83,15:00:00
27-Jan-33,New Zealand dollar,AED,D,2.8,2.79,3.85,1.72,15:00:00
28-Jan-33,Japanese yen,CAD,M,2,1.26,1.54,2.72,15:00:00
29-Jan-33,Japanese yen,JPY,D,2,2.5,1.46,1.68,15:00:00
30-Jan-33,Australian dollar,EUR,M,1.4,1.47,2.23,2.32,15:00:00
31-Jan-33,Australian dollar,NZD,D,1.3,1.96,2.39,2.21,15:00:00
01-Feb-33,Canadian dollar,GBP,D,2.5,2.92,2.19,1.55,15:00:00
02-Feb-33,New Zealand dollar,JPY,D,2.6,1.72,3.18,1.58,15:00:00
03-Feb-33,Australian dollar,CAD,D,2.7,2.77,2.37,2.4,15:00:00
04-Feb-33,Canadian dollar,CAD,M,2.7,1.1,3.44,2.55,15:00:00
05-Feb-33,Pound Sterling,JPY,D,2,2.42,1.9,1.22,15:00:00
06-Feb-33,Pound Sterling,EUR,M,1.7,1.69,1.37,2.22,15:00:00
07-Feb-33,Canadian dollar,EUR,M,1.9,1.06,1.5,1.11,15:00:00
08-Feb-33,Australian dollar,CAD,M,1.3,2.5,2.47,1.89,15:00:00
09-Feb-33,Euro,NZD,D,2.5,1.12,3.91,2,15:00:00
10-Feb-33,Japanese yen,GBP,M,2.3,1.59,3,2.11,15:00:00
11-Feb-33,Canadian dollar,GBP,D,2.5,1.09,1.7,2.23,15:00:00
12-Feb-33,Canadian dollar,NZD,M,2.4,2.61,1.57,2.39,15:00:00
13-Feb-33,Euro,NZD,M,2.2,2.25,1.39,2.96,15:00:00
14-Feb-33,Emirati dirham,GBP,M,2.1,2.97,3.09,1.66,15:00:00
15-Feb-33,Emirati dirham,AED,M,1.4,1.48,1.82,1.9,15:00:00
16-Feb-33,Japanese yen,NZD,D,2.6,1.04,1.13,2.38,15:00:00
17-Feb-33,Pound Sterling,AUD,M,1.3,1.78,2.8,2.29,15:00:00
18-Feb-33,Emirati dirham,EUR,M,2.2,2.21,1.58,1.62,15:00:00
19-Feb-33,Pound Sterling,GBP,M,2,1.79,1.43,1.74,15:00:00
20-Feb-33,Pound Sterling,JPY,M,2.9,1.13,1.84,1.52,15:00:00
21-Feb-33,Australian dollar,GBP,D,2.2,2.2,1.12,1.77,15:00:00
22-Feb-33,Pound Sterling,CAD,D,2.9,2.71,2.71,2.98,15:00:00
23-Feb-33,Emirati dirham,CAD,D,1,3,3.07,1.22,15:00:00
24-Feb-33,Pound Sterling,JPY,D,1.2,1.06,2.58,2.42,15:00:00
25-Feb-33,Emirati dirham,GBP,M,1.3,1.87,3.38,2.92,15:00:00
26-Feb-33,Euro,AED,D,1.8,1.31,1.98,2.89,15:00:00
27-Feb-33,New Zealand dollar,NZD,M,2.7,2.83,2.05,1.19,15:00:00
28-Feb-33,Euro,NZD,D,2.6,1.79,2.49,1.78,15:00:00
01-Mar-33,Euro,AED,M,1.9,2.61,2.14,2.08,15:00:00
02-Mar-33,Euro,EUR,D,1.9,2.52,2.46,1.88,15:00:00
03-Mar-33,Emirati dirham,AUD,D,1.7,1.98,3.03,1.62,15:00:00
04-Mar-33,Emirati dirham,NZD,D,2.5,1.91,1.76,2.44,15:00:00
05-Mar-33,Pound Sterling,AED,D,1.5,2.96,1.24,1.38,15:00:00
06-Mar-33,Canadian dollar,EUR,M,2.2,1.08,3.2,1.6,15:00:00
07-Mar-33,Canadian dollar,JPY,M,3,2.42,2.89,2.39,15:00:00
08-Mar-33,Euro,AUD,M,2.4,2.33,2.98,1.08,15:00:00
09-Mar-33,Australian dollar,EUR,D,2.5,2.36,2.02,1.12,15:00:00
10-Mar-33,Australian dollar,EUR,D,2.8,2.4,3.12,1.19,15:00:00
11-Mar-33,Euro,AED,D,1.4,1.05,1.68,1.28,15:00:00
12-Mar-33,Canadian dollar,AED,D,2.9,1.41,1.21,1.64,15:00:00
13-Mar-33,Euro,EUR,D,2.2,1.81,1.87,2,15:00:00
14-Mar-33,Euro,AED,D,2.9,2.57,1.67,2.28,15:00:00
15-Mar-33,New Zealand dollar,AUD,D,1.5,1.39,1.6,1.02,15:00:00
16-Mar-33,Emirati dirham,AED,M,1.9,1.72,3.15,2.11,15:00:00
17-Mar-33,Japanese yen,GBP,M,2.8,2.08,2.63,1.68,15:00:00
18-Mar-33,New Zealand dollar,EUR,M,2.8,1.08,3.21,1.11,15:00:00
19-Mar-33,Euro,AED,M,1.1,2.58,2.51,2.69,15:00:00
20-Mar-33,Euro,GBP,D,2,2.25,1.04,2.54,15:00:00
21-Mar-33,Australian dollar,EUR,D,1.8,2.24,3.72,1.01,15:00:00
22-Mar-33,Euro,AUD,M,2.2,1.09,2.81,2.11,15:00:00
23-Mar-33,Pound Sterling,CAD,M,1.2,1.15,1.12,1,15:00:00
24-Mar-33,Pound Sterling,JPY,M,2,2.98,2.5,1.02,15:00:00
25-Mar-33,Canadian dollar,JPY,M,2,1.99,3.28,1.09,15:00:00
26-Mar-33,Japanese yen,AED,M,1.8,2.51,1.9,1.86,15:00:00
27-Mar-33,Japanese yen,NZD,D,1.2,2.99,3.16,2.06,15:00:00
28-Mar-33,Emirati dirham,AED,D,2.3,1.3,2.88,2.87,15:00:00
29-Mar-33,Canadian dollar,GBP,D,1.9,1.7,2.7,2.36,15:00:00
30-Mar-33,New Zealand dollar,JPY,D,1.1,1.65,1.26,2.13,15:00:00
31-Mar-33,Pound Sterling,JPY,M,2.7,1.89,3.87,1.04,15:00:00
01-Apr-33,Pound Sterling,NZD,M,1.2,2.68,1.05,2.11,15:00:00
02-Apr-33,Australian dollar,NZD,M,1.9,2.24,1.88,1.75,15:00:00
03-Apr-33,New Zealand dollar,CAD,M,2.9,1.9,2.57,1.69,15:00:00
04-Apr-33,New Zealand dollar,AUD,D,2.4,1.37,1.39,1.88,15:00:00
05-Apr-33,New Zealand dollar,AED,D,1.2,1.12,3.41,1.94,15:00:00
06-Apr-33,Emirati dirham,NZD,D,2.5,1.36,1.02,2.27,15:00:00
07-Apr-33,Japanese yen,AUD,D,1.4,2.93,1.17,2.37,15:00:00
08-Apr-33,Canadian dollar,AUD,M,1.8,1.31,3.75,1.76,15:00:00
09-Apr-33,Canadian dollar,AED,M,2.6,1.68,2.21,1.73,15:00:00
10-Apr-33,New Zealand dollar,CAD,M,2.4,2.72,1.71,2.64,15:00:00
11-Apr-33,New Zealand dollar,AUD,M,2.9,1.02,2.68,2.06,15:00:00
12-Apr-33,Australian dollar,AUD,D,2.7,2.78,2.3,2.43,15:00:00
13-Apr-33,Australian dollar,JPY,M,1.6,1.45,1.02,1.93,15:00:00
14-Apr-33,Australian dollar,EUR,D,2.7,1.48,3.91,2.8,15:00:00
15-Apr-33,Pound Sterling,EUR,D,1.1,1.79,2.79,1.45,15:00:00
16-Apr-33,Australian dollar,NZD,M,2.4,1.12,1.25,1.35,15:00:00
17-Apr-33,New Zealand dollar,JPY,M,2.3,1.73,3.15,1.5,15:00:00
18-Apr-33,New Zealand dollar,JPY,M,2.6,2.14,3.57,1.99,15:00:00
19-Apr-33,Pound Sterling,AUD,M,2.8,2.8,1.88,1.85,15:00:00
20-Apr-33,Canadian dollar,AUD,D,1.7,2.88,3.6,2.19,15:00:00
21-Apr-33,Canadian dollar,AUD,D,2.7,2.61,2.85,1.76,15:00:00
22-Apr-33,Emirati dirham,AUD,M,2.3,1.02,3.07,2.57,15:00:00
23-Apr-33,Japanese yen,JPY,M,1.9,1.38,1.49,1.31,15:00:00
24-Apr-33,New Zealand dollar,EUR,D,1.8,2.57,2.72,1.2,15:00:00
25-Apr-33,Pound Sterling,NZD,D,1.5,2.34,3.32,2.51,15:00:00
26-Apr-33,Emirati dirham,EUR,D,2.6,2.03,2.95,1.88,15:00:00
27-Apr-33,New Zealand dollar,NZD,D,2.5,2.34,1.22,1.61,15:00:00
28-Apr-33,Euro,JPY,M,2.2,2.33,2.89,1.56,15:00:00
29-Apr-33,Australian dollar,CAD,M,1.2,2.29,3.59,2.45,15:00:00
30-Apr-33,Canadian dollar,JPY,D,1,2.15,3.09,2.32,15:00:00
01-May-33,Australian dollar,AUD,M,2.3,2.22,3.02,1.04,15:00:00
02-May-33,New Zealand dollar,EUR,M,2,1.24,1.88,1.22,15:00:00
03-May-33,Japanese yen,GBP,D,1.2,1.98,1.41,2.97,15:00:00
04-May-33,Emirati dirham,JPY,M,2.5,2.02,1.38,2.83,15:00:00
05-May-33,Emirati dirham,CAD,M,2.7,1.43,1.13,2.28,15:00:00
06-May-33,Australian dollar,JPY,M,2.8,2.72,2.33,1.03,15:00:00
07-May-33,New Zealand dollar,CAD,D,2.3,1.5,1.48,1.56,15:00:00
08-May-33,New Zealand dollar,EUR,D,1.6,1.6,1.08,2.29,15:00:00
09-May-33,Japanese yen,EUR,D,2.2,3,3.6,1.75,15:00:00
10-May-33,Euro,AUD,D,2.3,1.83,1.52,1.36,15:00:00
11-May-33,Pound Sterling,CAD,M,1.4,1.32,2.16,2.27,15:00:00
12-May-33,Canadian dollar,EUR,M,2.2,1.69,1.49,1.22,15:00:00
13-May-33,New Zealand dollar,NZD,M,2.9,1.18,2.1,2.95,15:00:00
14-May-33,Japanese yen,GBP,D,2.9,1.73,3.93,2.73,15:00:00
15-May-33,Emirati dirham,AED,D,2.7,1.23,3.89,2.34,15:00:00
16-May-33,Australian dollar,CAD,D,2.5,1.62,2.94,2.34,15:00:00
17-May-33,Japanese yen,JPY,M,2.8,2.4,3.32,2.78,15:00:00
18-May-33,Euro,AUD,D,1.6,1.95,1.28,2.49,15:00:00
19-May-33,Japanese yen,GBP,M,1.3,1.16,2.28,1.48,15:00:00
20-May-33,Euro,EUR,D,2.8,2.13,3.27,1.05,15:00:00
21-May-33,Australian dollar,EUR,M,2.5,2.64,2.68,2.12,15:00:00
22-May-33,Australian dollar,GBP,M,2.6,1.99,1.87,2.62,15:00:00
23-May-33,Japanese yen,CAD,D,1.1,1.4,3.35,2.49,15:00:00
24-May-33,Canadian dollar,JPY,D,1.3,2.06,1.47,1.66,15:00:00
25-May-33,Pound Sterling,AUD,M,1.6,1.43,2.4,2.64,15:00:00
26-May-33,Australian dollar,AED,M,2.4,2.71,1.75,1.19,15:00:00
27-May-33,Australian dollar,AUD,D,1,1.81,2,1.78,15:00:00
28-May-33,Japanese yen,CAD,M,1,1.25,3.9,2.21,15:00:00
29-May-33,Pound Sterling,JPY,M,2.3,1.54,2.87,2.12,15:00:00
30-May-33,New Zealand dollar,EUR,D,2.7,2.43,2.54,2.72,15:00:00
31-May-33,Australian dollar,CAD,M,1.6,2.96,1.48,1.37,15:00:00
01-Jun-33,Japanese yen,CAD,D,2.2,2.13,3.35,2.84,15:00:00
02-Jun-33,Emirati dirham,GBP,M,1.9,1.61,1.28,1.03,15:00:00
03-Jun-33,Canadian dollar,EUR,M,2.8,2.43,3.3,2.05,15:00:00
04-Jun-33,Pound Sterling,JPY,M,3,2.75,3.77,1.03,15:00:00
05-Jun-33,New Zealand dollar,AUD,M,1.7,2.52,2.08,1.69,15:00:00
06-Jun-33,Pound Sterling,EUR,D,2.9,1.82,2.72,2,15:00:00
07-Jun-33,Pound Sterling,EUR,D,1.7,2.45,1.65,1.33,15:00:00
08-Jun-33,Emirati dirham,JPY,D,1.6,1.85,2.11,2.07,15:00:00
09-Jun-33,Emirati dirham,AED,D,1.1,1.42,2.61,1.42,15:00:00
10-Jun-33,Euro,AUD,D,2,1.68,3.05,1.33,15:00:00
11-Jun-33,Canadian dollar,JPY,D,2.5,2.74,1.45,1.59,15:00:00
12-Jun-33,New Zealand dollar,JPY,D,1.6,1.61,2.8,1.04,15:00:00
13-Jun-33,Japanese yen,EUR,D,1.5,2.7,2.86,1.13,15:00:00
14-Jun-33,Japanese yen,AED,M,2.2,2.22,1.25,1.89,15:00:00
15-Jun-33,Euro,AUD,M,1.1,2.26,2.97,2.11,15:00:00
16-Jun-33,Japanese yen,JPY,M,2,2.69,2.5,1.06,15:00:00
17-Jun-33,Canadian dollar,EUR,M,1.6,1.77,3.69,2.82,15:00:00
18-Jun-33,Pound Sterling,AUD,D,1.1,1.77,3.87,2.85,15:00:00
19-Jun-33,Canadian dollar,CAD,M,2,2.2,3.47,2.7,15:00:00
20-Jun-33,Emirati dirham,AED,D,2.3,2.04,1.9,1.79,15:00:00
21-Jun-33,Pound Sterling,NZD,M,1.4,1.73,2.7,1.99,15:00:00
22-Jun-33,Pound Sterling,GBP,M,2.1,1.36,3.33,1.09,15:00:00
23-Jun-33,Euro,EUR,D,1.5,1.76,1.67,1.19,15:00:00
24-Jun-33,New Zealand dollar,AED,M,1.6,2.63,2.92,2.09,15:00:00
25-Jun-33,Japanese yen,NZD,D,2.8,1.73,2.04,1.48,15:00:00
26-Jun-33,Emirati dirham,EUR,D,1.2,1.16,3.3,1.1,15:00:00
27-Jun-33,Euro,NZD,D,2.3,1.28,1.95,2.66,15:00:00
28-Jun-33,Pound Sterling,NZD,M,1.8,2.86,3.67,2.22,15:00:00
29-Jun-33,Pound Sterling,GBP,D,2.2,2.79,2,1.41,15:00:00
30-Jun-33,Euro,CAD,M,1,2.69,1.4,2.93,15:00:00
01-Jul-33,Euro,AUD,D,2.1,2.66,2.18,2.74,15:00:00
02-Jul-33,Canadian dollar,EUR,M,1.3,1.97,3.86,1.45,15:00:00
03-Jul-33,Emirati dirham,JPY,M,1.5,2,2.53,1.83,15:00:00
04-Jul-33,Euro,AED,M,2.4,1.41,2.72,1.37,15:00:00
05-Jul-33,Canadian dollar,GBP,M,2.3,2.15,2.84,1.49,15:00:00
06-Jul-33,Canadian dollar,NZD,M,1.4,2.87,1.71,2.79,15:00:00
07-Jul-33,New Zealand dollar,AUD,D,2.3,1.19,2.83,2.76,15:00:00
08-Jul-33,Canadian dollar,NZD,M,1.2,2.06,3.43,2.23,15:00:00
09-Jul-33,Pound Sterling,NZD,D,2.2,1.03,2.13,2.56,15:00:00
10-Jul-33,Emirati dirham,GBP,D,1.5,2.03,3.59,2.96,15:00:00
11-Jul-33,Australian dollar,EUR,M,1.1,1.86,3.06,2.01,15:00:00
12-Jul-33,Canadian dollar,CAD,M,2.9,1.49,2.21,1.35,15:00:00
